lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area
KKI_0050782	1120.0	686.0	2582.0	1409.0	419.0	3144.0	5136.0	3028.0	755.0	4666.0	2726.0	3276.0	1883.0	2770.0	579.0	1468.0	1870.0	671.0	1321.0	1319.0	4374.0	1314.0	5045.0	4113.0	756.0	6186.0	8302.0	5341.0	4345.0	4043.0	218.0	500.0	553.0	1953.0	87873.6
KKI_0050783	941.0	663.0	2558.0	1266.0	335.0	3663.0	4577.0	2859.0	855.0	4752.0	2983.0	3179.0	1753.0	2616.0	675.0	1345.0	1685.0	639.0	1406.0	1367.0	4060.0	1216.0	4611.0	3825.0	717.0	6246.0	7085.0	5635.0	3744.0	3686.0	220.0	445.0	438.0	1908.0	83953.4
KKI_0050784	1053.0	588.0	2833.0	1581.0	422.0	3525.0	5161.0	3765.0	1065.0	4278.0	2481.0	3633.0	1608.0	3064.0	641.0	1202.0	1668.0	579.0	1318.0	1611.0	4024.0	1223.0	4639.0	3480.0	777.0	5588.0	7259.0	5685.0	3729.0	3437.0	231.0	482.0	412.0	1835.0	84876.6
KKI_0050785	684.0	512.0	1902.0	1141.0	445.0	2157.0	3148.0	2307.0	849.0	3885.0	2290.0	2169.0	1497.0	2621.0	842.0	1175.0	1107.0	710.0	937.0	777.0	2991.0	1150.0	2981.0	3480.0	501.0	4491.0	5622.0	3882.0	2594.0	2799.0	139.0	631.0	226.0	1732.0	64374.6
KKI_0050786	988.0	617.0	2668.0	1619.0	521.0	4029.0	5524.0	3604.0	1179.0	5191.0	3285.0	2909.0	1968.0	3245.0	704.0	1263.0	1844.0	734.0	1711.0	1595.0	4467.0	1228.0	5096.0	4616.0	1152.0	6963.0	8492.0	6107.0	4144.0	4943.0	283.0	571.0	572.0	2463.0	96298.8
KKI_0050787	1014.0	598.0	2585.0	1428.0	482.0	3419.0	3889.0	3685.0	1183.0	5237.0	2961.0	3456.0	1645.0	2825.0	797.0	1511.0	2185.0	682.0	1331.0	1507.0	4564.0	1352.0	5490.0	3831.0	888.0	6206.0	7282.0	6383.0	3471.0	3865.0	178.0	409.0	498.0	2741.0	89575.9
KKI_0050788	1156.0	969.0	2678.0	1469.0	386.0	3849.0	4779.0	4474.0	1259.0	5312.0	3707.0	2989.0	1917.0	3696.0	973.0	1459.0	2094.0	693.0	1373.0	1109.0	4532.0	1683.0	5271.0	4184.0	1026.0	7093.0	9510.0	6053.0	4325.0	4548.0	257.0	475.0	576.0	2460.0	98333.2
KKI_0050789	951.0	532.0	2613.0	1507.0	409.0	3937.0	4476.0	3232.0	1062.0	4889.0	2686.0	3333.0	1651.0	3478.0	761.0	1506.0	1658.0	660.0	1626.0	1592.0	5213.0	1176.0	5232.0	4389.0	849.0	6414.0	8329.0	6715.0	4518.0	4696.0	279.0	607.0	481.0	2132.0	93587.6
KKI_0050790	1034.0	590.0	1967.0	1330.0	571.0	3965.0	4167.0	3038.0	1088.0	3752.0	2632.0	2855.0	1792.0	2502.0	875.0	1312.0	1418.0	532.0	1008.0	1440.0	3496.0	1057.0	3945.0	3773.0	670.0	4776.0	6298.0	5145.0	3219.0	3315.0	141.0	455.0	445.0	2365.0	76966.8
KKI_0050791	1086.0	1129.0	3436.0	1736.0	514.0	3618.0	5462.0	4770.0	1575.0	5857.0	3431.0	2994.0	2207.0	4066.0	835.0	1767.0	1992.0	761.0	1507.0	1560.0	5629.0	1517.0	6384.0	4388.0	1182.0	7820.0	9083.0	7067.0	4919.0	4985.0	303.0	579.0	668.0	2320.0	107149.0
KKI_0050792	994.0	642.0	2873.0	1311.0	426.0	3576.0	5351.0	3564.0	1073.0	4465.0	2926.0	2525.0	1933.0	3246.0	810.0	1230.0	1594.0	700.0	1599.0	901.0	4766.0	1238.0	5517.0	4557.0	838.0	5579.0	7189.0	6088.0	4363.0	5317.0	248.0	565.0	581.0	2243.0	90827.1
KKI_0050793	1177.0	555.0	1611.0	1527.0	411.0	3688.0	4522.0	3192.0	1108.0	5520.0	3020.0	2940.0	1629.0	2983.0	731.0	1045.0	1955.0	602.0	1635.0	1372.0	3680.0	965.0	4514.0	3851.0	671.0	6417.0	6933.0	5362.0	4057.0	4006.0	227.0	467.0	415.0	2015.0	84803.0
KKI_0050794	1174.0	531.0	2598.0	1433.0	456.0	3224.0	4620.0	4092.0	1008.0	4515.0	2639.0	2869.0	1582.0	3868.0	697.0	1286.0	1472.0	580.0	1404.0	1242.0	4312.0	1413.0	5477.0	3891.0	649.0	5552.0	7176.0	5587.0	4166.0	4026.0	207.0	604.0	532.0	1815.0	86700.2
KKI_0050795	1192.0	639.0	2681.0	1335.0	498.0	3800.0	5044.0	3821.0	1081.0	4984.0	2907.0	3098.0	2038.0	3525.0	808.0	1531.0	1863.0	631.0	1311.0	1155.0	4314.0	1259.0	4807.0	4205.0	965.0	6172.0	8239.0	5823.0	4175.0	4538.0	197.0	544.0	552.0	2158.0	91888.6
KKI_0050796	1113.0	598.0	2621.0	1134.0	376.0	3352.0	5018.0	4362.0	894.0	4404.0	2504.0	2325.0	1759.0	3443.0	855.0	1310.0	1625.0	591.0	1117.0	1080.0	3977.0	1088.0	4871.0	3728.0	758.0	5865.0	6814.0	4884.0	3793.0	3417.0	187.0	496.0	397.0	2009.0	82764.7
KKI_0050797	899.0	832.0	2994.0	1728.0	382.0	3761.0	4935.0	4380.0	1493.0	6251.0	3051.0	3793.0	1893.0	3561.0	840.0	1333.0	2125.0	661.0	1658.0	1826.0	4189.0	1758.0	5319.0	4283.0	939.0	6411.0	8423.0	6825.0	3828.0	5162.0	233.0	531.0	459.0	2434.0	99194.0
KKI_0050798	1359.0	869.0	2768.0	1619.0	414.0	3711.0	5930.0	4168.0	1386.0	5983.0	3392.0	3306.0	2290.0	4053.0	870.0	1579.0	1818.0	846.0	1718.0	1312.0	4831.0	1527.0	5719.0	4534.0	1060.0	8318.0	8599.0	6038.0	4637.0	4260.0	251.0	393.0	595.0	2003.0	102156.0
KKI_0050799	1207.0	675.0	2624.0	1659.0	351.0	3494.0	5109.0	3925.0	1457.0	5668.0	2767.0	3296.0	1568.0	3376.0	851.0	1279.0	1975.0	652.0	1308.0	1266.0	4908.0	1094.0	4386.0	4082.0	837.0	6015.0	7486.0	5492.0	3835.0	4215.0	212.0	552.0	504.0	1885.0	90009.7
KKI_0050800	1783.0	725.0	3505.0	2108.0	772.0	5619.0	7037.0	5248.0	1817.0	6426.0	3735.0	4410.0	1978.0	4501.0	1111.0	1687.0	2148.0	893.0	1683.0	1648.0	5556.0	1480.0	7110.0	5507.0	1304.0	9296.0	11291.0	6661.0	5716.0	6030.0	304.0	632.0	784.0	3139.0	123646.0
KKI_0050801	1256.0	884.0	2349.0	1290.0	521.0	3962.0	4903.0	3799.0	1106.0	5518.0	3108.0	2896.0	1890.0	2933.0	722.0	1487.0	2366.0	747.0	2030.0	1117.0	4659.0	1368.0	4591.0	4477.0	1009.0	6327.0	8513.0	6328.0	4394.0	4855.0	271.0	562.0	540.0	2704.0	95482.1
KKI_0050802	919.0	609.0	2550.0	1531.0	374.0	3419.0	4887.0	3822.0	1076.0	4543.0	3289.0	3065.0	1826.0	3321.0	847.0	1323.0	2086.0	758.0	1369.0	1449.0	4384.0	1521.0	4821.0	4024.0	652.0	5983.0	7583.0	5884.0	4066.0	4676.0	227.0	437.0	437.0	2122.0	89878.2
KKI_0050803	1070.0	636.0	2520.0	1226.0	339.0	3775.0	5573.0	4712.0	1155.0	5150.0	3138.0	3300.0	1882.0	3500.0	896.0	1406.0	1981.0	707.0	1732.0	1426.0	4746.0	1171.0	5432.0	4281.0	722.0	6911.0	8294.0	5882.0	4737.0	4522.0	211.0	508.0	603.0	2703.0	96846.6
KKI_0050804	1247.0	1022.0	2241.0	1403.0	416.0	3908.0	6121.0	3672.0	1306.0	5140.0	3323.0	3910.0	2055.0	3657.0	813.0	1450.0	2005.0	718.0	1700.0	1454.0	4179.0	1765.0	4773.0	4368.0	987.0	6911.0	8340.0	6106.0	3916.0	4766.0	141.0	516.0	462.0	2300.0	97092.8
KKI_0050807	1267.0	684.0	2534.0	1455.0	466.0	3402.0	5336.0	3327.0	1142.0	4860.0	2985.0	3458.0	1684.0	3301.0	627.0	1671.0	1669.0	774.0	1387.0	1219.0	4290.0	1230.0	5157.0	4569.0	849.0	6751.0	8414.0	6592.0	3994.0	4070.0	237.0	391.0	483.0	2082.0	92356.0
KKI_0050812	970.0	651.0	2320.0	1242.0	515.0	3416.0	5043.0	3428.0	953.0	4656.0	2417.0	3241.0	1444.0	3316.0	832.0	1471.0	1663.0	607.0	1643.0	1225.0	3861.0	1228.0	5126.0	4074.0	708.0	6476.0	7882.0	5333.0	4007.0	4106.0	241.0	700.0	475.0	1863.0	87132.8
KKI_0050814	1230.0	735.0	2483.0	2112.0	436.0	4597.0	5870.0	4333.0	1294.0	5318.0	3005.0	4279.0	2057.0	4117.0	1056.0	1649.0	1681.0	713.0	1278.0	1872.0	5120.0	1420.0	5657.0	5235.0	821.0	6677.0	9405.0	6831.0	4692.0	5936.0	231.0	491.0	483.0	2225.0	105341.0
KKI_0050815	955.0	556.0	1682.0	1034.0	287.0	2522.0	4332.0	2588.0	760.0	3510.0	1483.0	2057.0	1646.0	2874.0	722.0	1049.0	1090.0	663.0	1174.0	795.0	2765.0	1313.0	3157.0	3502.0	595.0	4902.0	6023.0	4659.0	2819.0	2711.0	291.0	447.0	494.0	1984.0	67440.2
KKI_0050816	1294.0	691.0	1492.0	1310.0	384.0	3147.0	5365.0	3750.0	867.0	5670.0	2933.0	3631.0	1667.0	3471.0	781.0	1142.0	1887.0	726.0	1436.0	1420.0	3847.0	1379.0	4138.0	3268.0	704.0	6497.0	7220.0	5256.0	3495.0	4018.0	233.0	485.0	357.0	1849.0	85810.8
KKI_0050817	1353.0	675.0	2230.0	1617.0	418.0	4317.0	5702.0	4153.0	1088.0	5331.0	3158.0	2990.0	2353.0	3708.0	748.0	1588.0	1775.0	712.0	1572.0	1253.0	4658.0	1328.0	5266.0	4455.0	917.0	6808.0	8792.0	5872.0	3780.0	4021.0	246.0	433.0	376.0	2183.0	95874.8
KKI_0050818	1040.0	834.0	2617.0	1141.0	543.0	3610.0	4955.0	3842.0	1175.0	4255.0	2948.0	2797.0	2096.0	3408.0	836.0	1337.0	1953.0	543.0	1250.0	1192.0	4261.0	1482.0	4335.0	4450.0	1038.0	5884.0	7014.0	7302.0	3852.0	4764.0	300.0	553.0	536.0	2184.0	90326.0
KKI_0050819	1413.0	699.0	2868.0	1676.0	523.0	3769.0	5059.0	4040.0	1117.0	6027.0	3224.0	3448.0	2145.0	3978.0	726.0	1464.0	2277.0	707.0	1603.0	1652.0	4602.0	1335.0	5219.0	4226.0	918.0	6662.0	8882.0	5890.0	4136.0	4255.0	228.0	471.0	487.0	2534.0	98262.6
KKI_0050820	1317.0	676.0	2357.0	1648.0	446.0	3885.0	4924.0	3952.0	1242.0	4664.0	2671.0	3910.0	2067.0	3833.0	812.0	1424.0	1925.0	699.0	1536.0	1400.0	4372.0	1396.0	4507.0	3900.0	973.0	6817.0	8410.0	5296.0	4708.0	4508.0	257.0	441.0	476.0	2645.0	94097.5
KKI_0050821	1183.0	590.0	2527.0	1197.0	429.0	3406.0	4175.0	3487.0	926.0	4883.0	2903.0	3131.0	1963.0	3046.0	708.0	1517.0	1874.0	695.0	1390.0	1184.0	4064.0	1169.0	4829.0	3864.0	775.0	6514.0	7674.0	5499.0	3793.0	4720.0	248.0	493.0	480.0	1940.0	87275.9
KKI_0050822	1031.0	544.0	2596.0	1618.0	393.0	3511.0	4900.0	3429.0	1079.0	4794.0	2843.0	3523.0	1807.0	3134.0	600.0	1348.0	1616.0	651.0	1225.0	1730.0	4243.0	1172.0	5743.0	4329.0	904.0	5880.0	7715.0	5482.0	3699.0	3612.0	220.0	447.0	413.0	1882.0	88110.9
KKI_0050823	1094.0	604.0	3121.0	1368.0	347.0	3440.0	4477.0	3469.0	1109.0	5627.0	3288.0	3576.0	1862.0	3274.0	700.0	1846.0	1859.0	765.0	1567.0	1118.0	4179.0	1139.0	5268.0	4174.0	793.0	5945.0	7861.0	4884.0	4319.0	4430.0	209.0	420.0	460.0	2602.0	91191.8
KKI_0050824	1445.0	828.0	3616.0	1777.0	456.0	3823.0	6192.0	4682.0	1497.0	5230.0	3874.0	3793.0	1985.0	4030.0	742.0	1903.0	1867.0	861.0	1264.0	1514.0	5749.0	1495.0	5837.0	4718.0	1226.0	6710.0	9456.0	6310.0	4139.0	4433.0	227.0	535.0	419.0	2508.0	105141.0
KKI_0050825	1145.0	663.0	3376.0	1520.0	416.0	3225.0	3521.0	3232.0	1459.0	5794.0	2903.0	1312.0	2217.0	3586.0	823.0	1502.0	2137.0	725.0	1301.0	1331.0	3707.0	1361.0	4980.0	2940.0	919.0	5850.0	8272.0	6888.0	4697.0	4627.0	174.0	516.0	513.0	2159.0	89790.5
KKI_0050826	818.0	534.0	1807.0	949.0	372.0	3140.0	4320.0	2255.0	1034.0	4223.0	1601.0	1708.0	1336.0	2444.0	595.0	1248.0	1615.0	399.0	990.0	850.0	3345.0	1095.0	4623.0	2897.0	504.0	3795.0	5765.0	3885.0	3182.0	3580.0	208.0	495.0	282.0	1832.0	67725.6
Leuven_1_0050682	905.0	533.0	1963.0	1418.0	307.0	3277.0	4507.0	2845.0	960.0	5220.0	2215.0	2873.0	1480.0	2790.0	660.0	1350.0	1585.0	588.0	1385.0	1166.0	4310.0	1088.0	4508.0	4192.0	533.0	5349.0	7298.0	4985.0	3831.0	3671.0	254.0	452.0	503.0	1946.0	80943.5
Leuven_1_0050683	1043.0	764.0	2419.0	1636.0	387.0	2965.0	4383.0	2906.0	1180.0	5567.0	3103.0	3082.0	1688.0	2745.0	666.0	1580.0	1644.0	700.0	1424.0	1325.0	4710.0	1251.0	5276.0	4179.0	883.0	6267.0	8788.0	4979.0	4713.0	4553.0	272.0	511.0	545.0	2007.0	90141.4
Leuven_1_0050685	968.0	662.0	2874.0	1779.0	468.0	4144.0	5737.0	4303.0	1534.0	5779.0	3000.0	3286.0	1614.0	2822.0	1462.0	1532.0	1887.0	721.0	1293.0	1498.0	4655.0	1297.0	5559.0	4063.0	1080.0	6570.0	7955.0	5605.0	4327.0	3905.0	170.0	477.0	497.0	2185.0	95709.0
Leuven_1_0050686	992.0	444.0	1857.0	1286.0	591.0	2661.0	4134.0	2767.0	820.0	3753.0	2214.0	2442.0	1166.0	2508.0	1170.0	1222.0	1208.0	699.0	1265.0	1220.0	3519.0	1027.0	4104.0	2955.0	634.0	4720.0	6598.0	4827.0	3660.0	3173.0	226.0	472.0	451.0	2078.0	72863.5
Leuven_1_0050687	1443.0	926.0	3186.0	1644.0	474.0	4014.0	5741.0	3947.0	1534.0	5951.0	3361.0	3522.0	1989.0	3673.0	905.0	1463.0	2381.0	751.0	1622.0	1493.0	4762.0	1727.0	4789.0	4890.0	1181.0	7644.0	8157.0	6318.0	4412.0	4404.0	293.0	506.0	549.0	2366.0	102017.0
Leuven_1_0050688	1118.0	735.0	2177.0	1481.0	489.0	3524.0	4865.0	3325.0	1077.0	4487.0	2719.0	3249.0	1995.0	3298.0	761.0	1202.0	1750.0	613.0	1188.0	1127.0	4573.0	1325.0	4566.0	4398.0	1023.0	4857.0	6930.0	5331.0	3613.0	4299.0	229.0	373.0	428.0	2159.0	85284.8
Leuven_1_0050689	1054.0	907.0	2571.0	1959.0	544.0	4267.0	5162.0	4129.0	1371.0	6037.0	3615.0	3601.0	2057.0	3660.0	683.0	1593.0	1740.0	825.0	1509.0	1850.0	5036.0	1481.0	5428.0	5419.0	1050.0	6697.0	9328.0	7150.0	4673.0	4905.0	272.0	598.0	588.0	2703.0	104467.0
Leuven_1_0050690	1323.0	610.0	1983.0	1652.0	379.0	3540.0	4501.0	3699.0	686.0	4486.0	2583.0	3185.0	1700.0	3734.0	767.0	1716.0	1510.0	611.0	1438.0	1327.0	5064.0	1377.0	4274.0	3615.0	902.0	5387.0	6784.0	5291.0	3320.0	4035.0	193.0	556.0	334.0	1855.0	84416.1
Leuven_1_0050691	1051.0	738.0	3178.0	1477.0	334.0	4107.0	5694.0	4354.0	1189.0	5755.0	3140.0	2789.0	2011.0	3349.0	775.0	1548.0	1737.0	689.0	1566.0	1295.0	4796.0	1442.0	4966.0	4178.0	1158.0	6691.0	7994.0	6023.0	4026.0	4416.0	199.0	443.0	489.0	2573.0	96167.1
Leuven_1_0050692	1360.0	924.0	2422.0	1770.0	508.0	4025.0	6219.0	4585.0	1479.0	5619.0	3579.0	3379.0	2011.0	4186.0	961.0	1552.0	1716.0	872.0	1495.0	1350.0	5114.0	1947.0	5117.0	4870.0	1435.0	7443.0	9737.0	6602.0	5020.0	5217.0	195.0	537.0	711.0	2309.0	106266.0
Leuven_1_0050693	1044.0	628.0	2179.0	1336.0	417.0	3834.0	4944.0	3642.0	1068.0	5656.0	2873.0	3048.0	1678.0	3079.0	728.0	1201.0	2136.0	652.0	1528.0	1255.0	4923.0	1278.0	4878.0	4259.0	956.0	5470.0	7512.0	5493.0	3967.0	3707.0	225.0	558.0	548.0	2297.0	88997.8
Leuven_1_0050694	1034.0	635.0	2499.0	1545.0	248.0	3064.0	5134.0	3564.0	994.0	4773.0	2754.0	3293.0	1651.0	3553.0	660.0	1400.0	1686.0	678.0	1437.0	1191.0	4226.0	1106.0	4737.0	3439.0	722.0	5646.0	6760.0	5379.0	3506.0	3668.0	215.0	527.0	402.0	2047.0	84173.2
Leuven_1_0050695	1341.0	875.0	2408.0	1459.0	352.0	3760.0	5388.0	3877.0	973.0	5177.0	2792.0	3865.0	1716.0	4416.0	894.0	1373.0	2409.0	778.0	1662.0	1192.0	4417.0	1732.0	5273.0	4407.0	948.0	5863.0	7248.0	5866.0	4012.0	4109.0	235.0	518.0	576.0	2239.0	94150.0
Leuven_1_0050696	1293.0	630.0	2581.0	1709.0	504.0	3743.0	4971.0	3812.0	1277.0	5044.0	2561.0	3302.0	1687.0	3176.0	823.0	1345.0	1863.0	692.0	1464.0	1479.0	4268.0	1292.0	4745.0	4244.0	1125.0	5499.0	7644.0	5780.0	3907.0	4638.0	162.0	528.0	456.0	2076.0	90319.3
Leuven_1_0050697	877.0	509.0	2097.0	1446.0	287.0	3389.0	4427.0	2683.0	667.0	5201.0	2601.0	2536.0	1457.0	2796.0	630.0	1290.0	1514.0	600.0	1424.0	1320.0	4034.0	1299.0	4286.0	3720.0	751.0	5635.0	7420.0	4603.0	3805.0	3595.0	244.0	441.0	595.0	2025.0	80204.6
Leuven_1_0050698	1177.0	1017.0	2382.0	1700.0	365.0	3735.0	6246.0	3818.0	1017.0	5955.0	3178.0	3541.0	1830.0	3531.0	878.0	1683.0	1782.0	772.0	1248.0	1380.0	4406.0	1553.0	5466.0	4464.0	1312.0	6979.0	8327.0	6564.0	4578.0	4899.0	196.0	390.0	493.0	2569.0	99432.2
Leuven_1_0050699	1363.0	828.0	3030.0	1464.0	466.0	3248.0	4973.0	3750.0	1267.0	4992.0	2999.0	3458.0	2096.0	3485.0	883.0	1629.0	1649.0	707.0	1847.0	1273.0	4478.0	1163.0	5607.0	4320.0	1042.0	6439.0	8014.0	4753.0	4047.0	4597.0	239.0	500.0	503.0	2400.0	93509.8
Leuven_1_0050700	1252.0	548.0	2245.0	1339.0	321.0	3653.0	5384.0	3614.0	1173.0	4354.0	3069.0	2751.0	1529.0	3121.0	644.0	1218.0	2161.0	751.0	1607.0	1234.0	4463.0	1274.0	5119.0	4189.0	870.0	5713.0	7648.0	5553.0	4258.0	3906.0	207.0	504.0	588.0	2275.0	88534.2
Leuven_1_0050701	946.0	701.0	2193.0	1129.0	305.0	3328.0	4093.0	3193.0	1097.0	4392.0	2759.0	2637.0	1545.0	3286.0	623.0	1733.0	2186.0	722.0	1780.0	1031.0	4374.0	1374.0	5812.0	4243.0	1124.0	5313.0	7758.0	6699.0	4613.0	4958.0	207.0	502.0	522.0	1973.0	89150.3
Leuven_1_0050702	1543.0	793.0	2913.0	1744.0	361.0	4170.0	4548.0	3516.0	1362.0	6501.0	3522.0	3115.0	2118.0	3399.0	640.0	1624.0	2078.0	932.0	1449.0	1664.0	4477.0	1675.0	5940.0	4221.0	1319.0	7522.0	8874.0	6655.0	4951.0	5090.0	289.0	597.0	681.0	2565.0	102849.0
Leuven_1_0050703	1316.0	748.0	2262.0	2051.0	529.0	4702.0	5542.0	4182.0	897.0	5642.0	2724.0	3186.0	1695.0	3556.0	851.0	1809.0	1674.0	631.0	1398.0	1756.0	4508.0	1055.0	5280.0	4549.0	1009.0	5770.0	9135.0	6175.0	4160.0	4993.0	258.0	576.0	456.0	2133.0	97208.2
Leuven_1_0050704	1288.0	709.0	3161.0	1756.0	505.0	3748.0	5731.0	3775.0	990.0	5695.0	3115.0	3719.0	1867.0	3210.0	869.0	1617.0	2074.0	696.0	1559.0	1558.0	5061.0	1355.0	5529.0	5137.0	968.0	7725.0	8836.0	6673.0	4497.0	4966.0	227.0	565.0	643.0	2240.0	102064.0
Leuven_1_0050705	994.0	567.0	2678.0	1619.0	440.0	3738.0	4648.0	3442.0	1181.0	4649.0	2856.0	3360.0	1633.0	2751.0	845.0	1315.0	1506.0	741.0	1434.0	1462.0	4152.0	1254.0	5100.0	3880.0	742.0	5388.0	7657.0	5676.0	3427.0	3381.0	230.0	443.0	532.0	1897.0	85616.3
Leuven_1_0050706	1037.0	1155.0	2871.0	1673.0	638.0	3639.0	5366.0	3812.0	1053.0	5270.0	2595.0	3979.0	1762.0	3919.0	768.0	1376.0	1659.0	631.0	1571.0	1706.0	4171.0	1616.0	4839.0	4219.0	1026.0	6299.0	8527.0	5732.0	4641.0	5047.0	275.0	595.0	460.0	2758.0	96685.5
Leuven_1_0050707	1024.0	652.0	2620.0	1504.0	370.0	3346.0	4389.0	3398.0	956.0	5318.0	2538.0	2612.0	1872.0	3413.0	669.0	1424.0	1425.0	721.0	1107.0	1194.0	4039.0	1187.0	4874.0	3691.0	840.0	5966.0	7184.0	4909.0	3508.0	3790.0	223.0	426.0	437.0	2187.0	83811.3
Leuven_1_0050708	1374.0	688.0	1937.0	1495.0	458.0	3217.0	4279.0	3149.0	890.0	4969.0	2329.0	2659.0	1792.0	3322.0	766.0	1282.0	1228.0	532.0	831.0	1271.0	4622.0	1237.0	4446.0	3502.0	827.0	4894.0	6844.0	3918.0	3966.0	3447.0	154.0	520.0	435.0	1780.0	79061.3
Leuven_1_0050709	1236.0	721.0	2561.0	1291.0	409.0	3701.0	6021.0	3629.0	1423.0	4938.0	3525.0	2773.0	1637.0	3476.0	865.0	1581.0	2035.0	937.0	1612.0	1034.0	4280.0	1361.0	5326.0	4955.0	919.0	6643.0	9060.0	6484.0	3985.0	4378.0	206.0	486.0	551.0	2248.0	96286.9
Leuven_1_0050710	956.0	564.0	2161.0	1283.0	378.0	3092.0	4777.0	3472.0	997.0	4726.0	2508.0	2924.0	1403.0	3160.0	679.0	1103.0	2022.0	579.0	1240.0	1065.0	4386.0	1130.0	4907.0	3643.0	789.0	4893.0	7769.0	4904.0	3792.0	3626.0	207.0	573.0	362.0	1964.0	82034.2
Leuven_1_0050711	1141.0	582.0	2786.0	1325.0	326.0	3050.0	4207.0	2968.0	1113.0	5013.0	2612.0	3127.0	1610.0	2840.0	637.0	1383.0	1758.0	593.0	1381.0	1173.0	4002.0	1070.0	4723.0	3888.0	739.0	5800.0	7588.0	5403.0	3947.0	4429.0	258.0	458.0	496.0	1815.0	84240.8
Leuven_2_0050722	930.0	545.0	2078.0	1385.0	383.0	3124.0	4504.0	3020.0	910.0	5093.0	2273.0	3162.0	1357.0	2761.0	698.0	1163.0	1803.0	521.0	1261.0	1454.0	4042.0	1093.0	4621.0	3640.0	741.0	5117.0	7760.0	5394.0	3595.0	3628.0	210.0	416.0	417.0	1929.0	81028.1
Leuven_2_0050723	1060.0	659.0	1805.0	1449.0	349.0	3092.0	3720.0	3008.0	834.0	4777.0	2579.0	3097.0	1599.0	2807.0	691.0	1271.0	1680.0	645.0	1287.0	1397.0	3906.0	1038.0	4352.0	3662.0	741.0	4695.0	6449.0	5118.0	3431.0	3717.0	162.0	481.0	437.0	1800.0	77794.3
Leuven_2_0050724	1020.0	687.0	2389.0	1649.0	329.0	4025.0	4290.0	3171.0	1166.0	5891.0	2869.0	3536.0	1752.0	3107.0	761.0	1359.0	1808.0	687.0	1408.0	1689.0	4202.0	1289.0	5261.0	4043.0	867.0	7126.0	7847.0	6066.0	4367.0	4549.0	194.0	505.0	561.0	2010.0	92482.6
Leuven_2_0050725	1141.0	603.0	2899.0	1459.0	375.0	3647.0	5087.0	3532.0	1387.0	3932.0	2751.0	3284.0	1675.0	3357.0	795.0	1718.0	1706.0	640.0	1437.0	1137.0	4648.0	1427.0	5782.0	4262.0	1140.0	6891.0	8017.0	7092.0	4135.0	5305.0	290.0	561.0	498.0	2470.0	95077.5
Leuven_2_0050726	1396.0	808.0	3079.0	1464.0	339.0	3779.0	6297.0	4199.0	1003.0	5277.0	2775.0	3368.0	1679.0	3640.0	890.0	1471.0	1505.0	762.0	1303.0	1302.0	5103.0	1487.0	5113.0	4048.0	975.0	6396.0	7782.0	5476.0	4265.0	3932.0	214.0	511.0	503.0	2017.0	94157.4
Leuven_2_0050727	1054.0	883.0	3218.0	1596.0	268.0	2937.0	5085.0	3699.0	937.0	4569.0	2722.0	3002.0	1760.0	3237.0	655.0	1642.0	1688.0	678.0	1458.0	1282.0	3997.0	1241.0	4917.0	3652.0	797.0	5881.0	8110.0	5118.0	3706.0	3837.0	199.0	453.0	398.0	1997.0	86671.4
Leuven_2_0050728	938.0	593.0	2578.0	1276.0	380.0	2652.0	4390.0	2819.0	719.0	4110.0	2803.0	2540.0	1513.0	3319.0	679.0	1650.0	1730.0	655.0	1512.0	1152.0	3830.0	1229.0	4576.0	3188.0	741.0	5875.0	7288.0	4800.0	3825.0	3631.0	216.0	408.0	398.0	2206.0	80216.7
Leuven_2_0050730	1027.0	585.0	1970.0	1385.0	377.0	3547.0	5353.0	3054.0	997.0	4762.0	2481.0	2630.0	1649.0	2739.0	647.0	1368.0	2051.0	699.0	1937.0	971.0	3854.0	1025.0	5031.0	4321.0	871.0	5226.0	7403.0	5417.0	3749.0	3582.0	214.0	529.0	462.0	2067.0	83981.2
Leuven_2_0050731	1462.0	777.0	2461.0	1410.0	423.0	3693.0	4415.0	3929.0	1182.0	5476.0	2954.0	2798.0	2072.0	3919.0	784.0	1507.0	1997.0	643.0	1713.0	1333.0	4508.0	1471.0	4858.0	4474.0	1236.0	7054.0	7994.0	6906.0	4633.0	4288.0	224.0	531.0	519.0	2292.0	95934.6
