lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area
Caltech_0051490	976.0	1185.0	1109.0	902.0	456.0	1742.0	1130.0	1127.0	530.0	224.0	1269.0	854.0	224.0	933.0	3009.0	5284.0	467.0	618.0	1334.0	1191.0	1015.0	1838.0	917.0	1770.0	1702.0	2324.0	1848.0	1354.0	2004.0	1933.0	679.0	337.0	462.0	1641.0	554.0	947.0	2135.0	2112.0	297.0	286.0	875.0	1903.0	1300.0	1804.0	2416.0	864.0	411.0	954.0	1382.0	624.0	264.0	1643.0	1177.0	2165.0	216.0	1999.0	943.0	979.0	792.0	778.0	1571.0	186.0	683.0	1000.0	1014.0	868.0	2213.0	1092.0	1482.0	387.0	814.0	1041.0	3923.0	361.0	90842.6
Caltech_0051491	857.0	1085.0	927.0	1062.0	467.0	1828.0	1022.0	1042.0	370.0	155.0	972.0	875.0	184.0	547.0	2826.0	4357.0	352.0	444.0	1443.0	1003.0	1330.0	1843.0	839.0	1770.0	1611.0	1710.0	1431.0	1400.0	1800.0	1431.0	601.0	263.0	253.0	1157.0	543.0	447.0	2185.0	2172.0	217.0	153.0	641.0	1204.0	1111.0	1583.0	2304.0	917.0	373.0	1032.0	1206.0	697.0	224.0	1530.0	1013.0	1999.0	672.0	2355.0	749.0	845.0	598.0	730.0	1274.0	292.0	679.0	893.0	1070.0	938.0	1875.0	1080.0	1142.0	371.0	638.0	978.0	3990.0	140.0	82113.1
Caltech_0051492	1061.0	1170.0	955.0	1520.0	661.0	1877.0	1339.0	1142.0	407.0	226.0	1890.0	1034.0	251.0	785.0	3848.0	5887.0	403.0	619.0	1550.0	1181.0	1612.0	2781.0	1172.0	1817.0	1975.0	2984.0	2171.0	1684.0	2389.0	1824.0	773.0	419.0	474.0	1894.0	471.0	888.0	2212.0	2528.0	211.0	263.0	1024.0	1823.0	1426.0	1974.0	2240.0	837.0	416.0	1228.0	1394.0	914.0	436.0	1828.0	1580.0	2450.0	399.0	2145.0	916.0	953.0	451.0	807.0	1711.0	232.0	640.0	1084.0	1324.0	996.0	2206.0	1329.0	1255.0	639.0	1005.0	943.0	4476.0	259.0	101690.0
Caltech_0051493	1007.0	919.0	1022.0	879.0	526.0	1458.0	858.0	1022.0	321.0	234.0	1427.0	1048.0	230.0	664.0	3960.0	4975.0	294.0	394.0	1672.0	1082.0	1375.0	2139.0	909.0	1681.0	1496.0	2165.0	2099.0	1469.0	1755.0	1771.0	680.0	416.0	441.0	1356.0	404.0	667.0	1945.0	1992.0	267.0	197.0	888.0	1335.0	1068.0	1511.0	2380.0	761.0	376.0	961.0	1212.0	933.0	204.0	2129.0	1131.0	2455.0	270.0	2359.0	1016.0	793.0	687.0	591.0	1338.0	315.0	633.0	1043.0	1095.0	719.0	2184.0	1321.0	978.0	610.0	807.0	1051.0	3802.0	287.0	88457.1
CMU_a_0050642	697.0	902.0	1099.0	1159.0	531.0	1670.0	788.0	961.0	494.0	229.0	1475.0	1324.0	213.0	866.0	3591.0	4926.0	265.0	432.0	1380.0	1207.0	1187.0	2367.0	884.0	1751.0	1636.0	2213.0	1631.0	1552.0	1712.0	1896.0	582.0	188.0	417.0	1195.0	521.0	752.0	2281.0	1924.0	168.0	189.0	837.0	1429.0	1131.0	2001.0	2341.0	840.0	339.0	858.0	1393.0	731.0	329.0	1901.0	707.0	2241.0	303.0	2360.0	572.0	1036.0	358.0	707.0	1265.0	319.0	543.0	927.0	1425.0	667.0	1689.0	912.0	1246.0	372.0	709.0	1464.0	3646.0	237.0	87092.8
CMU_a_0050646	807.0	1130.0	1226.0	1150.0	592.0	1846.0	1138.0	1618.0	351.0	246.0	1955.0	1301.0	265.0	1037.0	2925.0	4328.0	308.0	612.0	1749.0	1388.0	981.0	2887.0	795.0	1841.0	2117.0	2063.0	1898.0	1552.0	1495.0	1688.0	717.0	559.0	375.0	1170.0	510.0	844.0	2437.0	2403.0	232.0	388.0	935.0	1737.0	1324.0	2410.0	1951.0	653.0	461.0	1020.0	1584.0	643.0	270.0	1955.0	1225.0	1918.0	219.0	2233.0	1098.0	912.0	506.0	919.0	1671.0	323.0	605.0	1080.0	1812.0	1057.0	2337.0	831.0	785.0	470.0	414.0	1548.0	3887.0	202.0	93917.5
CMU_a_0050647	750.0	788.0	827.0	950.0	342.0	1427.0	877.0	850.0	351.0	254.0	1502.0	767.0	154.0	726.0	2252.0	4415.0	287.0	369.0	1609.0	1018.0	1161.0	1685.0	891.0	1636.0	1539.0	1855.0	1967.0	1200.0	1578.0	1503.0	563.0	330.0	314.0	1338.0	354.0	878.0	2229.0	1963.0	231.0	204.0	765.0	1471.0	1325.0	1534.0	1901.0	769.0	302.0	985.0	1089.0	912.0	166.0	1539.0	1060.0	2004.0	324.0	1976.0	949.0	690.0	469.0	802.0	1188.0	246.0	743.0	911.0	1485.0	564.0	1511.0	773.0	894.0	449.0	774.0	992.0	3492.0	268.0	79250.8
CMU_a_0050649	771.0	999.0	874.0	1254.0	513.0	1784.0	1163.0	1010.0	372.0	287.0	1335.0	1047.0	285.0	645.0	3358.0	4977.0	329.0	520.0	1172.0	792.0	1158.0	1822.0	909.0	1819.0	1922.0	1614.0	1870.0	1287.0	1626.0	1949.0	705.0	284.0	404.0	1400.0	297.0	559.0	1751.0	1908.0	284.0	163.0	745.0	1786.0	1312.0	1469.0	2065.0	791.0	364.0	1065.0	1332.0	698.0	321.0	1522.0	1065.0	2112.0	398.0	2044.0	762.0	850.0	598.0	591.0	1562.0	326.0	503.0	912.0	1415.0	895.0	1596.0	1233.0	949.0	571.0	599.0	1055.0	4114.0	233.0	85064.0
CMU_a_0050653	957.0	1421.0	838.0	1015.0	665.0	1878.0	970.0	1075.0	497.0	320.0	1774.0	1040.0	235.0	876.0	4046.0	5116.0	356.0	636.0	2086.0	1223.0	1577.0	2493.0	1100.0	2037.0	2199.0	2108.0	2385.0	2367.0	1886.0	2182.0	785.0	350.0	517.0	1876.0	442.0	730.0	2116.0	2666.0	183.0	253.0	937.0	1410.0	1469.0	2036.0	2254.0	680.0	387.0	1324.0	1405.0	1051.0	484.0	1618.0	1442.0	2355.0	250.0	2379.0	1437.0	1085.0	743.0	814.0	1996.0	387.0	909.0	1240.0	1468.0	976.0	2966.0	1126.0	971.0	517.0	1005.0	883.0	5281.0	365.0	102926.0
CMU_a_0050654	811.0	1089.0	1095.0	996.0	531.0	1748.0	1082.0	956.0	378.0	429.0	1533.0	1264.0	247.0	1029.0	2983.0	4971.0	332.0	400.0	1673.0	944.0	1356.0	2759.0	942.0	1867.0	1581.0	2769.0	2056.0	1561.0	1683.0	1631.0	702.0	306.0	352.0	1379.0	477.0	790.0	1989.0	2158.0	259.0	215.0	843.0	1533.0	1233.0	2241.0	2214.0	817.0	280.0	852.0	1237.0	644.0	346.0	2312.0	1239.0	1888.0	236.0	2482.0	1082.0	872.0	533.0	677.0	1532.0	388.0	705.0	1013.0	1289.0	775.0	1646.0	1287.0	722.0	375.0	938.0	1094.0	3772.0	362.0	90779.3
CMU_a_0050656	810.0	1229.0	779.0	1032.0	502.0	1585.0	1094.0	946.0	306.0	147.0	1113.0	880.0	193.0	664.0	2542.0	4014.0	225.0	417.0	1158.0	881.0	1199.0	1825.0	831.0	1494.0	1255.0	1641.0	2588.0	1294.0	1677.0	1714.0	480.0	164.0	292.0	1278.0	308.0	625.0	1641.0	1522.0	169.0	149.0	772.0	1263.0	1018.0	1740.0	2127.0	644.0	255.0	934.0	1142.0	942.0	279.0	1410.0	963.0	1910.0	146.0	1860.0	810.0	768.0	465.0	518.0	1447.0	248.0	351.0	878.0	1509.0	845.0	1783.0	914.0	783.0	288.0	723.0	910.0	3122.0	249.0	76680.0
CMU_a_0050659	975.0	1276.0	959.0	1338.0	639.0	2166.0	1184.0	1129.0	461.0	267.0	1627.0	1128.0	225.0	896.0	3698.0	6077.0	383.0	526.0	2028.0	1085.0	1915.0	2529.0	1229.0	2175.0	2506.0	2638.0	3066.0	1474.0	1687.0	2286.0	817.0	414.0	451.0	1588.0	559.0	596.0	1978.0	2529.0	322.0	316.0	894.0	1542.0	1326.0	2267.0	1920.0	783.0	480.0	1101.0	1348.0	694.0	513.0	2082.0	985.0	2435.0	309.0	2633.0	792.0	856.0	618.0	1029.0	2203.0	371.0	797.0	1211.0	1940.0	737.0	2441.0	1170.0	863.0	551.0	962.0	810.0	4940.0	220.0	102961.0
CMU_a_0050660	868.0	1035.0	803.0	986.0	376.0	1654.0	830.0	906.0	460.0	178.0	1418.0	940.0	222.0	788.0	3528.0	4448.0	294.0	538.0	1625.0	1001.0	1552.0	2060.0	1004.0	1791.0	1814.0	2060.0	2070.0	1503.0	1677.0	1866.0	582.0	260.0	458.0	1539.0	414.0	558.0	2014.0	2035.0	195.0	150.0	787.0	1248.0	1320.0	1685.0	2265.0	611.0	367.0	1006.0	1275.0	891.0	386.0	1461.0	1081.0	1924.0	177.0	1977.0	1046.0	941.0	608.0	755.0	1853.0	303.0	529.0	979.0	1367.0	813.0	2277.0	734.0	1090.0	475.0	969.0	1163.0	4306.0	265.0	87433.0
CMU_a_0050663	786.0	1140.0	801.0	994.0	374.0	1636.0	1106.0	1041.0	475.0	232.0	1372.0	1250.0	252.0	1164.0	3434.0	4883.0	337.0	497.0	1606.0	1065.0	1720.0	2132.0	916.0	1963.0	1962.0	2290.0	2440.0	1651.0	2030.0	1964.0	708.0	259.0	371.0	1625.0	380.0	783.0	2153.0	2161.0	250.0	182.0	781.0	1456.0	1269.0	1832.0	2255.0	800.0	307.0	1094.0	1101.0	648.0	281.0	2446.0	1014.0	2335.0	377.0	2140.0	921.0	857.0	485.0	963.0	1955.0	351.0	520.0	1017.0	1457.0	920.0	2032.0	1294.0	1177.0	429.0	993.0	836.0	4986.0	272.0	93986.9
CMU_a_0050664	942.0	985.0	969.0	1002.0	502.0	1503.0	934.0	1007.0	375.0	297.0	1192.0	1002.0	170.0	762.0	3159.0	5149.0	251.0	431.0	1476.0	1039.0	1467.0	2024.0	990.0	1823.0	1324.0	2037.0	2048.0	1641.0	1623.0	1818.0	625.0	353.0	343.0	1442.0	324.0	874.0	1844.0	2048.0	218.0	233.0	795.0	1436.0	1313.0	1990.0	2173.0	920.0	336.0	1057.0	1217.0	576.0	290.0	2128.0	1038.0	1764.0	261.0	2252.0	819.0	1023.0	666.0	624.0	1914.0	324.0	702.0	1126.0	1518.0	850.0	1971.0	994.0	877.0	374.0	771.0	949.0	4386.0	293.0	87974.3
CMU_a_0050665	652.0	746.0	866.0	813.0	428.0	1628.0	982.0	777.0	246.0	229.0	1411.0	845.0	207.0	803.0	2473.0	4294.0	250.0	444.0	1308.0	1316.0	1268.0	2660.0	829.0	1814.0	1578.0	1745.0	2030.0	1390.0	1582.0	1658.0	549.0	226.0	300.0	1251.0	459.0	552.0	1905.0	1887.0	236.0	225.0	702.0	1263.0	1198.0	2100.0	1854.0	692.0	354.0	891.0	1105.0	712.0	211.0	1340.0	1073.0	1733.0	162.0	1800.0	739.0	1208.0	639.0	586.0	1487.0	267.0	453.0	956.0	1251.0	618.0	1818.0	873.0	870.0	347.0	707.0	925.0	3667.0	242.0	79706.7
CMU_a_0050666	1063.0	1391.0	1189.0	1506.0	579.0	2344.0	1491.0	1365.0	497.0	351.0	1405.0	862.0	202.0	799.0	4113.0	5143.0	428.0	620.0	1906.0	1198.0	1844.0	2479.0	1013.0	2064.0	2277.0	2412.0	2270.0	1784.0	2073.0	1899.0	832.0	426.0	344.0	1719.0	448.0	979.0	2597.0	2412.0	309.0	235.0	1021.0	1663.0	1426.0	2182.0	2141.0	1128.0	418.0	1113.0	1488.0	834.0	351.0	1840.0	1326.0	2334.0	451.0	2321.0	1111.0	1069.0	979.0	1112.0	2067.0	401.0	712.0	1101.0	1858.0	1100.0	2972.0	1409.0	1271.0	475.0	881.0	1273.0	4119.0	268.0	105083.0
CMU_a_0050668	828.0	1239.0	704.0	1026.0	599.0	1436.0	953.0	796.0	303.0	138.0	1581.0	903.0	182.0	864.0	2448.0	4416.0	277.0	444.0	1268.0	939.0	1436.0	2610.0	714.0	1735.0	1814.0	2326.0	2079.0	1294.0	1587.0	1703.0	629.0	300.0	225.0	1261.0	429.0	716.0	2026.0	1765.0	354.0	303.0	841.0	1319.0	1165.0	2167.0	1879.0	625.0	446.0	828.0	1290.0	541.0	388.0	1371.0	930.0	1575.0	379.0	1815.0	775.0	634.0	389.0	851.0	1471.0	412.0	632.0	961.0	1370.0	517.0	1911.0	855.0	859.0	320.0	590.0	1149.0	4101.0	161.0	82164.4
CMU_b_0050643	917.0	975.0	739.0	837.0	506.0	1354.0	823.0	943.0	331.0	181.0	1138.0	926.0	256.0	920.0	2451.0	4279.0	385.0	476.0	1325.0	1181.0	1050.0	2317.0	993.0	1709.0	2151.0	1930.0	1993.0	1392.0	1600.0	1762.0	668.0	211.0	275.0	1571.0	404.0	643.0	1932.0	1927.0	240.0	157.0	758.0	1303.0	1102.0	2130.0	1966.0	706.0	381.0	894.0	1223.0	746.0	328.0	1959.0	931.0	1527.0	410.0	2227.0	800.0	949.0	449.0	796.0	1371.0	252.0	722.0	1120.0	1438.0	653.0	2113.0	674.0	817.0	410.0	780.0	909.0	3882.0	280.0	82878.9
CMU_b_0050644	608.0	1180.0	1179.0	933.0	368.0	1798.0	1054.0	1127.0	453.0	207.0	1151.0	1118.0	256.0	1194.0	3267.0	5110.0	352.0	440.0	1865.0	1257.0	1363.0	2061.0	809.0	1803.0	1473.0	1880.0	1804.0	1680.0	1800.0	1844.0	702.0	247.0	275.0	1411.0	422.0	747.0	1807.0	1996.0	214.0	245.0	905.0	1348.0	1162.0	1651.0	2269.0	1003.0	414.0	1005.0	1288.0	575.0	366.0	2184.0	931.0	2207.0	123.0	1749.0	901.0	1015.0	572.0	448.0	1395.0	279.0	587.0	1006.0	1694.0	890.0	1712.0	1119.0	1010.0	406.0	762.0	907.0	4036.0	301.0	87719.1
CMU_b_0050645	801.0	1209.0	1035.0	1034.0	472.0	1403.0	812.0	988.0	396.0	159.0	1603.0	1031.0	221.0	736.0	3137.0	4442.0	251.0	505.0	1487.0	1176.0	1402.0	2511.0	858.0	1559.0	1694.0	2296.0	2421.0	1554.0	1807.0	1854.0	744.0	177.0	390.0	1248.0	336.0	678.0	2101.0	2397.0	235.0	160.0	709.0	1444.0	1246.0	1991.0	2199.0	709.0	319.0	1057.0	1113.0	814.0	260.0	1829.0	1045.0	1693.0	297.0	2344.0	638.0	832.0	684.0	786.0	1575.0	276.0	659.0	850.0	1597.0	645.0	2184.0	1291.0	826.0	358.0	766.0	1070.0	3727.0	286.0	87441.2
CMU_b_0050648	707.0	1076.0	972.0	833.0	374.0	1872.0	1030.0	861.0	384.0	227.0	1529.0	864.0	239.0	771.0	2699.0	4513.0	275.0	450.0	940.0	1332.0	1169.0	2582.0	715.0	1599.0	1609.0	1635.0	1918.0	1393.0	1613.0	1624.0	669.0	295.0	267.0	1358.0	467.0	564.0	1637.0	1819.0	208.0	144.0	667.0	1437.0	1210.0	2384.0	2393.0	680.0	298.0	1136.0	1034.0	667.0	361.0	1455.0	973.0	2130.0	299.0	2198.0	663.0	983.0	799.0	633.0	1476.0	305.0	501.0	865.0	1377.0	844.0	1694.0	883.0	875.0	512.0	628.0	1036.0	3791.0	101.0	82520.0
CMU_b_0050650	971.0	736.0	870.0	662.0	529.0	1314.0	858.0	927.0	277.0	165.0	1092.0	646.0	201.0	622.0	2581.0	4222.0	270.0	388.0	1067.0	879.0	1003.0	1990.0	836.0	1492.0	1322.0	1549.0	1842.0	1236.0	1275.0	1652.0	608.0	371.0	335.0	1200.0	334.0	409.0	1691.0	1670.0	124.0	188.0	623.0	1236.0	1156.0	1897.0	2057.0	748.0	335.0	830.0	1122.0	517.0	241.0	1176.0	745.0	1609.0	90.0	1924.0	617.0	843.0	499.0	441.0	1202.0	263.0	451.0	866.0	1229.0	630.0	1504.0	1065.0	624.0	430.0	455.0	1076.0	3066.0	227.0	72200.9
CMU_b_0050651	1030.0	1186.0	1274.0	1195.0	539.0	2213.0	1315.0	1308.0	613.0	283.0	1514.0	1283.0	275.0	969.0	4040.0	6532.0	352.0	581.0	1901.0	1390.0	1689.0	2358.0	1288.0	2211.0	2041.0	2681.0	2471.0	1875.0	1989.0	1841.0	836.0	183.0	486.0	1769.0	582.0	942.0	2723.0	2773.0	262.0	237.0	1036.0	1603.0	1547.0	1990.0	2409.0	1393.0	553.0	1155.0	1562.0	835.0	366.0	2085.0	1314.0	2560.0	466.0	2502.0	1030.0	1136.0	1011.0	866.0	1972.0	368.0	686.0	1082.0	1760.0	1231.0	2800.0	1373.0	847.0	608.0	798.0	1114.0	4785.0	348.0	108224.0
CMU_b_0050652	875.0	1155.0	1251.0	1139.0	559.0	1689.0	865.0	1005.0	395.0	153.0	1358.0	1198.0	219.0	1017.0	2552.0	5115.0	323.0	519.0	1842.0	1035.0	1134.0	2190.0	1046.0	1771.0	2290.0	2178.0	1806.0	1693.0	2016.0	1771.0	664.0	226.0	282.0	1494.0	449.0	636.0	2628.0	2332.0	248.0	264.0	710.0	1361.0	1271.0	1683.0	2542.0	949.0	325.0	982.0	1330.0	963.0	237.0	1799.0	822.0	1878.0	148.0	2312.0	829.0	874.0	822.0	943.0	1518.0	399.0	594.0	938.0	1455.0	594.0	1977.0	1247.0	771.0	466.0	577.0	1067.0	4306.0	270.0	90341.3
CMU_b_0050655	1097.0	1211.0	1442.0	1131.0	652.0	2948.0	1612.0	1191.0	550.0	287.0	1730.0	1123.0	186.0	1128.0	4760.0	6176.0	539.0	653.0	1751.0	1209.0	1435.0	2217.0	971.0	2184.0	2363.0	2762.0	2917.0	1921.0	2164.0	2205.0	781.0	750.0	372.0	1716.0	578.0	938.0	2685.0	2515.0	234.0	279.0	805.0	1729.0	1364.0	1683.0	2634.0	1070.0	438.0	1367.0	1464.0	644.0	344.0	2409.0	1327.0	2766.0	399.0	2727.0	1126.0	853.0	434.0	972.0	1543.0	341.0	723.0	1165.0	1572.0	1256.0	2188.0	1468.0	1212.0	603.0	1070.0	1024.0	4352.0	291.0	108726.0
CMU_b_0050657	941.0	1273.0	900.0	1409.0	535.0	1814.0	1066.0	968.0	423.0	165.0	1375.0	1164.0	191.0	771.0	3869.0	4809.0	374.0	528.0	1631.0	882.0	1224.0	2187.0	1212.0	1738.0	1708.0	2340.0	2382.0	1792.0	1986.0	1941.0	725.0	217.0	401.0	1700.0	236.0	805.0	2139.0	2311.0	240.0	190.0	949.0	1430.0	1343.0	1435.0	2509.0	550.0	378.0	1092.0	1391.0	1008.0	346.0	1801.0	1279.0	2530.0	228.0	2613.0	889.0	879.0	687.0	825.0	1701.0	343.0	707.0	1101.0	1585.0	1054.0	2117.0	1404.0	990.0	509.0	1034.0	1115.0	4059.0	307.0	94750.9
CMU_b_0050658	691.0	1198.0	1297.0	1030.0	486.0	1977.0	1043.0	1259.0	443.0	203.0	1981.0	918.0	288.0	1013.0	3596.0	5635.0	413.0	553.0	1612.0	1083.0	1401.0	1803.0	953.0	2166.0	1857.0	2365.0	1945.0	1877.0	1775.0	1845.0	627.0	410.0	407.0	1604.0	553.0	818.0	2543.0	2487.0	300.0	333.0	990.0	1527.0	1293.0	1943.0	2205.0	937.0	513.0	1137.0	1305.0	865.0	338.0	2150.0	1708.0	2218.0	346.0	2337.0	1154.0	886.0	625.0	912.0	1675.0	299.0	754.0	1176.0	1455.0	876.0	2482.0	1396.0	965.0	374.0	776.0	1367.0	4592.0	263.0	98628.2
CMU_b_0050661	776.0	856.0	772.0	914.0	518.0	1393.0	782.0	832.0	414.0	199.0	1439.0	908.0	225.0	571.0	3194.0	4573.0	296.0	368.0	1541.0	1011.0	1300.0	2362.0	844.0	1724.0	1688.0	1602.0	1975.0	1814.0	1800.0	1763.0	587.0	181.0	242.0	1230.0	276.0	465.0	1563.0	1862.0	177.0	172.0	615.0	1337.0	997.0	2095.0	2470.0	731.0	301.0	979.0	1099.0	841.0	313.0	1473.0	795.0	1899.0	318.0	1930.0	790.0	906.0	302.0	482.0	1146.0	246.0	550.0	954.0	1019.0	729.0	2058.0	829.0	1161.0	472.0	754.0	1131.0	4261.0	211.0	81405.7
CMU_b_0050667	911.0	979.0	940.0	852.0	345.0	1708.0	1181.0	853.0	399.0	221.0	1508.0	905.0	92.0	944.0	3010.0	4621.0	339.0	455.0	1307.0	1215.0	1214.0	2330.0	1005.0	1767.0	1727.0	2108.0	2022.0	1405.0	1746.0	1638.0	658.0	172.0	282.0	1415.0	363.0	528.0	1712.0	2483.0	301.0	256.0	659.0	1361.0	1117.0	2316.0	2011.0	784.0	280.0	1018.0	1158.0	817.0	350.0	1807.0	806.0	1959.0	444.0	2265.0	683.0	944.0	725.0	352.0	1412.0	309.0	775.0	1013.0	1434.0	851.0	2184.0	1043.0	652.0	488.0	808.0	969.0	3977.0	252.0	85944.5
CMU_b_0050669	740.0	1389.0	1136.0	1207.0	365.0	1726.0	1046.0	961.0	278.0	163.0	1372.0	1174.0	185.0	801.0	3548.0	4606.0	307.0	448.0	1410.0	1168.0	1498.0	1886.0	983.0	1766.0	1844.0	2318.0	1983.0	1275.0	1508.0	1644.0	605.0	187.0	466.0	1317.0	380.0	701.0	1863.0	2220.0	186.0	173.0	848.0	1541.0	1263.0	1886.0	1804.0	760.0	394.0	1093.0	1180.0	594.0	380.0	2003.0	909.0	1896.0	272.0	2317.0	926.0	984.0	568.0	663.0	1706.0	266.0	519.0	961.0	1492.0	652.0	1857.0	1064.0	999.0	360.0	534.0	1091.0	3143.0	334.0	86089.1
KKI_0050772	1015.0	1539.0	1015.0	1181.0	566.0	1838.0	1040.0	1005.0	398.0	284.0	1549.0	1041.0	305.0	751.0	3756.0	5471.0	324.0	454.0	1422.0	1089.0	1690.0	2093.0	895.0	2009.0	2185.0	2078.0	1849.0	1986.0	2011.0	2151.0	754.0	290.0	306.0	1737.0	507.0	827.0	2108.0	2185.0	219.0	215.0	933.0	1681.0	1415.0	1731.0	2564.0	798.0	321.0	1107.0	1271.0	960.0	362.0	1695.0	1247.0	2629.0	583.0	1986.0	1108.0	850.0	320.0	875.0	1724.0	354.0	804.0	1309.0	1500.0	995.0	2265.0	1235.0	867.0	447.0	832.0	1288.0	4834.0	203.0	97227.1
KKI_0050773	927.0	1469.0	1158.0	1094.0	494.0	1965.0	1017.0	1093.0	467.0	159.0	1389.0	1092.0	258.0	993.0	3706.0	6333.0	419.0	459.0	1730.0	1141.0	1481.0	2628.0	932.0	1937.0	1777.0	2371.0	2429.0	1747.0	1827.0	1587.0	747.0	17.0	455.0	1506.0	382.0	690.0	2838.0	2337.0	260.0	266.0	884.0	1448.0	1330.0	2076.0	2179.0	1017.0	386.0	1096.0	1493.0	994.0	298.0	1894.0	1177.0	2576.0	214.0	2814.0	867.0	1110.0	1031.0	774.0	1690.0	334.0	687.0	1127.0	1558.0	635.0	1951.0	1112.0	818.0	488.0	804.0	1245.0	4368.0	356.0	98409.7
KKI_0050774	1113.0	1269.0	985.0	1293.0	538.0	1854.0	974.0	1029.0	644.0	263.0	1678.0	1078.0	289.0	786.0	3854.0	6024.0	358.0	481.0	1491.0	1298.0	2114.0	2278.0	1097.0	2260.0	1745.0	2535.0	2405.0	1897.0	2112.0	2596.0	738.0	332.0	450.0	1854.0	507.0	907.0	2319.0	2752.0	259.0	241.0	1051.0	1414.0	1528.0	1755.0	1903.0	759.0	480.0	954.0	1380.0	895.0	358.0	2013.0	1381.0	2959.0	219.0	2567.0	557.0	1129.0	907.0	972.0	1895.0	432.0	708.0	1361.0	1754.0	864.0	2555.0	1193.0	1146.0	492.0	1198.0	955.0	4784.0	284.0	103501.0
KKI_0050775	1023.0	1419.0	1289.0	1327.0	473.0	1910.0	1054.0	1196.0	470.0	178.0	1487.0	1279.0	169.0	984.0	3514.0	6543.0	314.0	421.0	1448.0	1241.0	1780.0	2275.0	1074.0	2216.0	2602.0	2423.0	2248.0	1810.0	2124.0	2280.0	872.0	195.0	450.0	1699.0	637.0	905.0	2586.0	2425.0	226.0	270.0	1060.0	1584.0	1408.0	2269.0	2258.0	1174.0	384.0	915.0	1302.0	1082.0	370.0	1944.0	1303.0	2406.0	188.0	2740.0	820.0	1073.0	531.0	1048.0	1771.0	366.0	583.0	1174.0	1279.0	1050.0	2053.0	1456.0	1131.0	452.0	886.0	1307.0	4813.0	288.0	103306.0
KKI_0050776	883.0	1311.0	966.0	1111.0	526.0	1339.0	743.0	859.0	368.0	226.0	1384.0	933.0	190.0	582.0	2975.0	5354.0	302.0	349.0	1381.0	1142.0	1491.0	1931.0	607.0	1816.0	2030.0	2216.0	2019.0	1827.0	1954.0	2098.0	605.0	34.0	313.0	1556.0	323.0	810.0	2120.0	1715.0	143.0	147.0	958.0	1628.0	1392.0	1808.0	1986.0	723.0	335.0	924.0	1263.0	758.0	253.0	1024.0	1030.0	1747.0	231.0	2277.0	998.0	918.0	428.0	803.0	1898.0	155.0	433.0	977.0	1289.0	758.0	1870.0	905.0	1123.0	447.0	841.0	900.0	4293.0	221.0	86273.5
