rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
Caltech_0051489	727.0	936.0	794.0	806.0	901.0	2005.0	1006.0	1182.0	431.0	201.0	1505.0	967.0	214.0	777.0	2441.0	4217.0	359.0	422.0	1947.0	1291.0	1732.0	2060.0	1161.0	1696.0	1969.0	2050.0	1751.0	1556.0	1937.0	1668.0	500.0	213.0	238.0	1187.0	550.0	398.0	1588.0	2392.0	325.0	170.0	929.0	2636.0	1284.0	1668.0	2191.0	1076.0	386.0	785.0	996.0	713.0	387.0	1466.0	1648.0	2042.0	426.0	3376.0	910.0	1076.0	730.0	839.0	1470.0	222.0	562.0	967.0	1571.0	1484.0	1983.0	1397.0	1362.0	304.0	830.0	1043.0	4260.0	165.0	91456.8
Caltech_0051490	862.0	910.0	936.0	1097.0	714.0	1933.0	1093.0	1128.0	602.0	237.0	1697.0	945.0	249.0	999.0	2685.0	5500.0	373.0	439.0	1245.0	1370.0	1200.0	1943.0	1215.0	1749.0	1934.0	2067.0	1717.0	1413.0	1805.0	1864.0	496.0	263.0	342.0	1573.0	554.0	723.0	1605.0	2407.0	304.0	193.0	1011.0	2675.0	1415.0	1853.0	2113.0	866.0	427.0	917.0	1068.0	676.0	405.0	1628.0	1614.0	2059.0	554.0	2324.0	834.0	948.0	597.0	547.0	1301.0	333.0	512.0	1059.0	1155.0	1042.0	1962.0	1430.0	1148.0	228.0	785.0	1036.0	4413.0	241.0	91557.5
Caltech_0051491	642.0	816.0	1105.0	881.0	1107.0	1953.0	1007.0	1021.0	328.0	151.0	1200.0	763.0	269.0	896.0	2417.0	4208.0	348.0	388.0	1575.0	1249.0	969.0	1834.0	1177.0	1845.0	2438.0	1354.0	1056.0	1406.0	1767.0	1441.0	584.0	430.0	216.0	1245.0	593.0	458.0	1491.0	2268.0	230.0	123.0	796.0	2424.0	1146.0	1324.0	2446.0	878.0	483.0	797.0	1079.0	524.0	383.0	1433.0	1499.0	1634.0	477.0	2084.0	576.0	1063.0	329.0	722.0	1418.0	364.0	715.0	795.0	1033.0	963.0	1289.0	949.0	1162.0	321.0	754.0	1086.0	4276.0	207.0	82674.6
Caltech_0051492	977.0	1056.0	894.0	965.0	1173.0	2284.0	1289.0	1279.0	414.0	189.0	1513.0	839.0	361.0	776.0	3670.0	5309.0	387.0	471.0	1728.0	1388.0	1389.0	2340.0	1389.0	2188.0	1970.0	2463.0	2151.0	1684.0	2047.0	2173.0	541.0	398.0	275.0	1702.0	581.0	845.0	2352.0	2714.0	317.0	210.0	1073.0	2875.0	1356.0	1754.0	2248.0	1002.0	608.0	921.0	884.0	920.0	673.0	1974.0	2020.0	2011.0	191.0	2239.0	920.0	1080.0	614.0	892.0	1644.0	426.0	691.0	1301.0	1671.0	1179.0	2042.0	1428.0	1464.0	231.0	1050.0	1617.0	4892.0	226.0	102805.0
Caltech_0051493	677.0	673.0	772.0	943.0	810.0	1543.0	888.0	948.0	267.0	163.0	1450.0	997.0	149.0	734.0	3179.0	5550.0	296.0	384.0	1404.0	1212.0	1061.0	1844.0	1203.0	1985.0	2196.0	1536.0	1575.0	1481.0	2066.0	1648.0	548.0	196.0	306.0	1256.0	423.0	499.0	2063.0	2168.0	346.0	224.0	979.0	2069.0	1230.0	1395.0	2171.0	757.0	411.0	793.0	906.0	763.0	343.0	1470.0	1341.0	1979.0	266.0	2468.0	621.0	1001.0	575.0	735.0	1289.0	328.0	549.0	1082.0	1473.0	977.0	1621.0	1346.0	1294.0	171.0	656.0	1187.0	4017.0	278.0	86205.1
CMU_a_0050642	779.0	1014.0	722.0	903.0	773.0	1840.0	1060.0	940.0	373.0	168.0	1610.0	897.0	250.0	1092.0	2604.0	4289.0	231.0	474.0	1654.0	1133.0	1168.0	2306.0	922.0	1774.0	2003.0	1998.0	1519.0	1546.0	2085.0	2163.0	543.0	231.0	386.0	1129.0	517.0	610.0	1582.0	1839.0	286.0	234.0	1059.0	2363.0	1222.0	1824.0	2238.0	865.0	371.0	814.0	894.0	681.0	464.0	1531.0	1521.0	1896.0	398.0	2180.0	494.0	1106.0	418.0	552.0	1197.0	268.0	623.0	872.0	1434.0	974.0	1771.0	1118.0	1211.0	256.0	1189.0	879.0	4091.0	196.0	86613.6
CMU_a_0050646	858.0	885.0	690.0	940.0	853.0	1970.0	1068.0	1028.0	491.0	143.0	1838.0	801.0	403.0	1161.0	2413.0	4563.0	381.0	584.0	1802.0	1297.0	1628.0	2557.0	1066.0	2362.0	3117.0	2212.0	1757.0	1789.0	1875.0	1729.0	641.0	349.0	280.0	1257.0	538.0	664.0	2151.0	2392.0	367.0	280.0	1055.0	2765.0	1051.0	2327.0	2151.0	974.0	604.0	1049.0	1182.0	855.0	415.0	1447.0	1199.0	1599.0	125.0	2082.0	979.0	1177.0	424.0	1116.0	1473.0	529.0	744.0	1171.0	1846.0	1209.0	2309.0	828.0	1364.0	296.0	895.0	1017.0	5234.0	175.0	96843.0
CMU_a_0050647	668.0	756.0	655.0	727.0	690.0	1711.0	878.0	977.0	490.0	179.0	849.0	631.0	233.0	656.0	2389.0	3930.0	305.0	345.0	1396.0	797.0	1145.0	1975.0	1129.0	1743.0	2235.0	1728.0	1774.0	1089.0	1481.0	2576.0	454.0	198.0	265.0	1162.0	379.0	524.0	1682.0	1889.0	227.0	168.0	943.0	2150.0	1192.0	1531.0	1719.0	910.0	323.0	811.0	831.0	674.0	380.0	1393.0	1124.0	1678.0	284.0	2426.0	461.0	818.0	455.0	715.0	1286.0	350.0	576.0	1012.0	763.0	1086.0	1335.0	899.0	786.0	256.0	1626.0	842.0	4313.0	199.0	79232.0
CMU_a_0050649	797.0	832.0	894.0	1007.0	768.0	2004.0	1017.0	1038.0	365.0	146.0	1494.0	833.0	268.0	696.0	2624.0	4820.0	369.0	473.0	1473.0	1140.0	973.0	2077.0	935.0	1801.0	2397.0	2068.0	1518.0	1436.0	1724.0	1909.0	464.0	318.0	199.0	1397.0	342.0	725.0	1732.0	2119.0	269.0	110.0	925.0	2044.0	1130.0	1482.0	2281.0	1030.0	450.0	1001.0	1016.0	694.0	430.0	1348.0	1924.0	2408.0	284.0	2145.0	584.0	1110.0	481.0	559.0	1223.0	198.0	619.0	925.0	1262.0	966.0	1350.0	1441.0	987.0	310.0	669.0	985.0	4140.0	178.0	86151.1
CMU_a_0050653	786.0	925.0	804.0	1093.0	612.0	2282.0	1273.0	1086.0	389.0	180.0	1646.0	1143.0	354.0	1185.0	3373.0	4829.0	322.0	548.0	2146.0	1371.0	1696.0	2271.0	1420.0	2239.0	2813.0	2570.0	1826.0	1557.0	1846.0	2250.0	620.0	401.0	403.0	1470.0	645.0	734.0	2439.0	2194.0	382.0	313.0	1273.0	1976.0	1567.0	1820.0	1944.0	950.0	536.0	1058.0	1192.0	1033.0	501.0	1956.0	1643.0	1840.0	585.0	2877.0	1073.0	1215.0	981.0	1023.0	2216.0	390.0	802.0	1185.0	1582.0	1162.0	2165.0	1050.0	836.0	294.0	1132.0	1405.0	5242.0	282.0	103222.0
CMU_a_0050654	623.0	716.0	912.0	1075.0	906.0	1888.0	1030.0	961.0	354.0	219.0	1615.0	1024.0	327.0	967.0	2966.0	4936.0	315.0	313.0	1453.0	1464.0	1438.0	2396.0	921.0	1790.0	2182.0	2026.0	1761.0	1282.0	1652.0	1697.0	408.0	203.0	342.0	1206.0	384.0	594.0	1733.0	2058.0	296.0	198.0	1094.0	2446.0	1303.0	2368.0	2107.0	806.0	438.0	906.0	836.0	511.0	417.0	1461.0	2114.0	2126.0	656.0	2447.0	600.0	1227.0	493.0	959.0	1424.0	367.0	530.0	1093.0	1521.0	1043.0	1872.0	1140.0	1032.0	119.0	811.0	806.0	4156.0	275.0	90136.1
CMU_a_0050656	672.0	829.0	828.0	773.0	713.0	1650.0	938.0	1016.0	203.0	134.0	1325.0	736.0	168.0	625.0	2266.0	4082.0	252.0	361.0	1018.0	1098.0	1027.0	1874.0	719.0	1655.0	1817.0	1580.0	1736.0	1326.0	1560.0	1839.0	408.0	204.0	226.0	1187.0	381.0	448.0	1604.0	1703.0	238.0	162.0	782.0	1933.0	1015.0	1552.0	2079.0	718.0	391.0	767.0	744.0	809.0	421.0	1127.0	1215.0	1285.0	274.0	2300.0	353.0	1115.0	373.0	558.0	1582.0	252.0	626.0	854.0	1547.0	754.0	1488.0	860.0	928.0	228.0	554.0	922.0	4450.0	164.0	76403.6
CMU_a_0050659	870.0	1116.0	845.0	1368.0	1131.0	2717.0	1456.0	1496.0	536.0	194.0	1635.0	896.0	224.0	928.0	2881.0	5554.0	453.0	579.0	2019.0	1072.0	1829.0	2217.0	1166.0	2373.0	2404.0	2227.0	2466.0	1644.0	1745.0	2248.0	509.0	374.0	322.0	1868.0	619.0	622.0	1279.0	2725.0	244.0	143.0	1065.0	2459.0	1281.0	2060.0	1736.0	1036.0	384.0	827.0	978.0	609.0	741.0	1516.0	1788.0	2068.0	479.0	3543.0	727.0	874.0	564.0	861.0	2128.0	289.0	801.0	1280.0	2162.0	1425.0	2121.0	1378.0	1464.0	183.0	922.0	644.0	5773.0	277.0	103436.0
CMU_a_0050660	761.0	917.0	1134.0	1022.0	702.0	2260.0	1236.0	1212.0	358.0	205.0	1324.0	788.0	197.0	758.0	2513.0	4072.0	393.0	479.0	1268.0	941.0	1611.0	1531.0	1258.0	1812.0	2454.0	2414.0	1380.0	1556.0	1787.0	1614.0	440.0	313.0	295.0	1401.0	481.0	776.0	2049.0	2450.0	365.0	108.0	1077.0	2307.0	1089.0	1342.0	2203.0	1169.0	416.0	765.0	963.0	936.0	399.0	1208.0	1402.0	1754.0	182.0	2252.0	640.0	758.0	773.0	803.0	1587.0	434.0	665.0	1018.0	1296.0	1106.0	2002.0	1162.0	1308.0	264.0	679.0	1104.0	4872.0	211.0	88781.5
CMU_a_0050663	836.0	886.0	753.0	922.0	795.0	1990.0	1201.0	1072.0	469.0	189.0	1639.0	968.0	369.0	1137.0	3016.0	4484.0	358.0	461.0	1621.0	1323.0	1497.0	2261.0	866.0	1692.0	2847.0	1857.0	1735.0	1460.0	2008.0	1783.0	532.0	241.0	326.0	1319.0	531.0	576.0	1856.0	2472.0	256.0	172.0	850.0	2136.0	1255.0	1481.0	2442.0	939.0	447.0	908.0	1008.0	672.0	456.0	1671.0	1943.0	1914.0	157.0	2624.0	518.0	1081.0	629.0	940.0	1907.0	564.0	711.0	919.0	1882.0	1108.0	1847.0	1063.0	1061.0	327.0	1067.0	1007.0	5764.0	244.0	94319.4
CMU_a_0050664	604.0	899.0	796.0	837.0	854.0	1821.0	1055.0	1046.0	405.0	173.0	1236.0	745.0	216.0	633.0	2721.0	5039.0	284.0	382.0	1386.0	936.0	1421.0	2059.0	922.0	1603.0	1826.0	2038.0	1631.0	1631.0	1927.0	2090.0	522.0	363.0	228.0	1317.0	403.0	600.0	1979.0	1960.0	357.0	137.0	963.0	2230.0	1147.0	1679.0	2325.0	848.0	463.0	826.0	1036.0	601.0	397.0	1358.0	1607.0	2030.0	356.0	2309.0	804.0	899.0	597.0	860.0	1563.0	382.0	709.0	756.0	1617.0	1277.0	1763.0	1112.0	1002.0	204.0	945.0	776.0	4765.0	217.0	87504.5
CMU_a_0050665	501.0	1261.0	697.0	909.0	624.0	1959.0	862.0	924.0	271.0	204.0	1446.0	806.0	165.0	817.0	2526.0	4259.0	314.0	446.0	1435.0	1430.0	1549.0	2162.0	848.0	1744.0	2071.0	1617.0	1246.0	1647.0	1561.0	1904.0	486.0	327.0	206.0	1067.0	476.0	504.0	1790.0	1847.0	291.0	161.0	849.0	2445.0	1216.0	1587.0	2150.0	874.0	337.0	742.0	943.0	811.0	302.0	1191.0	1258.0	1392.0	416.0	1378.0	796.0	867.0	515.0	678.0	1270.0	211.0	629.0	993.0	1233.0	830.0	1785.0	927.0	855.0	16.0	821.0	904.0	3542.0	188.0	80308.4
CMU_a_0050666	826.0	1008.0	824.0	911.0	1230.0	2266.0	1200.0	1131.0	479.0	237.0	1838.0	1373.0	303.0	1258.0	3275.0	5206.0	441.0	485.0	1690.0	1651.0	1917.0	2370.0	1143.0	2498.0	2884.0	2544.0	2690.0	1376.0	1689.0	2186.0	482.0	437.0	350.0	1730.0	582.0	692.0	2254.0	2411.0	337.0	250.0	1186.0	2609.0	1492.0	2300.0	2019.0	1148.0	409.0	1109.0	1223.0	813.0	609.0	1866.0	1583.0	2020.0	415.0	2903.0	561.0	1512.0	743.0	992.0	2271.0	464.0	702.0	1287.0	2014.0	1258.0	1822.0	1229.0	1193.0	333.0	1267.0	1164.0	5122.0	227.0	106321.0
CMU_a_0050668	731.0	842.0	908.0	947.0	836.0	1633.0	1008.0	1024.0	291.0	91.0	1090.0	706.0	436.0	671.0	2195.0	3981.0	291.0	448.0	1614.0	1461.0	1242.0	1372.0	929.0	1829.0	2387.0	2035.0	1568.0	1142.0	1321.0	2504.0	452.0	274.0	231.0	1102.0	517.0	538.0	2015.0	2271.0	343.0	135.0	986.0	2032.0	1073.0	1046.0	1667.0	974.0	551.0	646.0	974.0	682.0	349.0	1123.0	1765.0	1573.0	347.0	2104.0	710.0	809.0	518.0	915.0	1270.0	335.0	619.0	749.0	1686.0	1025.0	1669.0	888.0	878.0	271.0	1260.0	1123.0	4000.0	170.0	82198.5
CMU_b_0050643	667.0	1027.0	776.0	852.0	788.0	1736.0	830.0	1004.0	404.0	150.0	1411.0	752.0	316.0	1110.0	2243.0	4059.0	334.0	353.0	1549.0	1204.0	1299.0	2235.0	1295.0	1748.0	1772.0	2106.0	1611.0	1128.0	1510.0	1730.0	466.0	272.0	240.0	1358.0	310.0	506.0	1244.0	2043.0	398.0	170.0	912.0	2311.0	1109.0	1709.0	1881.0	885.0	346.0	780.0	1071.0	570.0	552.0	1502.0	1181.0	1286.0	566.0	2412.0	579.0	1251.0	469.0	626.0	1676.0	278.0	533.0	1090.0	1347.0	861.0	1327.0	1074.0	628.0	242.0	939.0	726.0	4673.0	225.0	82623.2
CMU_b_0050644	617.0	1030.0	964.0	831.0	683.0	2247.0	1092.0	1293.0	393.0	156.0	1340.0	833.0	315.0	993.0	3196.0	5237.0	286.0	372.0	1539.0	1316.0	1091.0	1974.0	974.0	2066.0	1941.0	1895.0	1768.0	1345.0	1973.0	1742.0	512.0	298.0	206.0	1266.0	567.0	507.0	1568.0	2116.0	237.0	217.0	855.0	2363.0	1172.0	1845.0	2322.0	1209.0	509.0	752.0	870.0	728.0	331.0	1706.0	1426.0	1908.0	332.0	2521.0	743.0	822.0	687.0	526.0	1418.0	401.0	691.0	932.0	1344.0	903.0	1558.0	1321.0	1135.0	222.0	593.0	834.0	4006.0	172.0	88155.2
CMU_b_0050645	754.0	751.0	900.0	1053.0	734.0	1762.0	903.0	1107.0	372.0	156.0	1697.0	933.0	227.0	703.0	2274.0	4289.0	337.0	381.0	1611.0	1297.0	1127.0	2335.0	950.0	1623.0	1930.0	2025.0	1865.0	1570.0	1805.0	2478.0	482.0	225.0	308.0	1389.0	428.0	500.0	1743.0	2193.0	248.0	127.0	964.0	2006.0	1071.0	1949.0	2351.0	830.0	317.0	872.0	1043.0	769.0	297.0	1569.0	1684.0	1685.0	343.0	2114.0	414.0	1114.0	408.0	702.0	1372.0	265.0	631.0	880.0	1643.0	983.0	1956.0	1092.0	715.0	267.0	982.0	860.0	4251.0	215.0	86210.6
CMU_b_0050648	574.0	950.0	769.0	964.0	588.0	2112.0	1305.0	945.0	470.0	240.0	1441.0	698.0	191.0	915.0	2464.0	4080.0	281.0	424.0	1469.0	1218.0	1078.0	2147.0	972.0	1628.0	1864.0	1678.0	1647.0	1378.0	1514.0	1584.0	514.0	203.0	205.0	1023.0	448.0	427.0	1543.0	1724.0	303.0	116.0	886.0	2235.0	1105.0	1943.0	2198.0	720.0	381.0	890.0	800.0	580.0	474.0	1714.0	1499.0	1386.0	887.0	2122.0	488.0	983.0	627.0	428.0	1161.0	442.0	584.0	867.0	1383.0	1234.0	1499.0	1167.0	989.0	284.0	861.0	884.0	3859.0	141.0	81795.9
CMU_b_0050650	638.0	956.0	766.0	609.0	728.0	1553.0	934.0	889.0	317.0	116.0	1073.0	608.0	356.0	854.0	2170.0	3865.0	297.0	337.0	1132.0	972.0	893.0	1752.0	689.0	1526.0	1866.0	1421.0	1592.0	1091.0	1239.0	1557.0	450.0	258.0	225.0	1004.0	408.0	365.0	1739.0	1680.0	271.0	206.0	743.0	1845.0	998.0	1683.0	1999.0	862.0	446.0	631.0	925.0	534.0	409.0	1329.0	1212.0	1236.0	270.0	1928.0	482.0	787.0	393.0	617.0	1205.0	290.0	550.0	781.0	1351.0	903.0	1288.0	725.0	729.0	293.0	534.0	911.0	3086.0	171.0	71550.1
CMU_b_0050651	756.0	1294.0	894.0	1151.0	883.0	2290.0	1438.0	1492.0	534.0	272.0	1693.0	1035.0	297.0	1118.0	4269.0	5873.0	483.0	580.0	2092.0	1559.0	1518.0	2632.0	1083.0	2077.0	2352.0	2195.0	1618.0	1636.0	1973.0	2422.0	499.0	355.0	415.0	1785.0	576.0	666.0	2117.0	2745.0	280.0	194.0	1047.0	2328.0	1254.0	2142.0	2434.0	1076.0	466.0	1009.0	1141.0	841.0	545.0	1960.0	1821.0	2665.0	678.0	2703.0	1042.0	1267.0	728.0	897.0	1611.0	401.0	678.0	1037.0	1827.0	1432.0	2086.0	1643.0	1318.0	350.0	1225.0	1387.0	5276.0	264.0	107718.0
CMU_b_0050652	886.0	940.0	907.0	1107.0	972.0	1992.0	1194.0	1137.0	449.0	181.0	1282.0	766.0	328.0	768.0	2788.0	4699.0	391.0	501.0	1676.0	1165.0	1436.0	2050.0	1187.0	1768.0	2064.0	2344.0	1739.0	1640.0	2045.0	2044.0	459.0	284.0	240.0	1413.0	548.0	562.0	1709.0	2368.0	284.0	111.0	1022.0	1854.0	1201.0	1802.0	2217.0	1027.0	470.0	764.0	1058.0	833.0	249.0	1583.0	1431.0	1853.0	670.0	2088.0	860.0	1071.0	619.0	602.0	1363.0	302.0	744.0	993.0	1465.0	1299.0	1806.0	1521.0	789.0	262.0	694.0	1063.0	4663.0	203.0	90864.9
CMU_b_0050655	859.0	972.0	1189.0	1030.0	1065.0	2881.0	1457.0	1475.0	626.0	219.0	1704.0	993.0	265.0	698.0	4215.0	6776.0	535.0	708.0	2299.0	1491.0	1342.0	2033.0	1373.0	2568.0	2540.0	2224.0	1833.0	2010.0	2309.0	2000.0	632.0	416.0	288.0	1937.0	725.0	693.0	2191.0	2932.0	234.0	143.0	921.0	2300.0	1453.0	1814.0	2851.0	1276.0	667.0	1185.0	1290.0	820.0	344.0	2402.0	2237.0	2580.0	421.0	2181.0	919.0	1175.0	741.0	1166.0	1781.0	521.0	798.0	1370.0	2137.0	1421.0	2228.0	1803.0	1443.0	202.0	1010.0	1180.0	6032.0	260.0	112803.0
CMU_b_0050657	643.0	1077.0	795.0	798.0	749.0	2205.0	985.0	924.0	367.0	198.0	1466.0	999.0	350.0	895.0	3097.0	4769.0	401.0	747.0	1841.0	1109.0	1251.0	2034.0	1216.0	2291.0	2338.0	2011.0	2039.0	1846.0	1907.0	2191.0	549.0	462.0	238.0	1407.0	554.0	592.0	1767.0	2068.0	317.0	154.0	926.0	2255.0	1122.0	1496.0	2429.0	894.0	554.0	754.0	1063.0	969.0	570.0	1838.0	1745.0	2172.0	873.0	2800.0	1006.0	1060.0	463.0	693.0	1580.0	595.0	741.0	1074.0	1642.0	1237.0	2077.0	1269.0	1055.0	236.0	1215.0	1119.0	4466.0	191.0	95826.8
CMU_b_0050658	729.0	896.0	1006.0	840.0	771.0	2221.0	1326.0	1321.0	355.0	262.0	1685.0	958.0	268.0	1041.0	3598.0	5490.0	348.0	453.0	1665.0	1462.0	1496.0	2043.0	1189.0	2116.0	2724.0	2365.0	1963.0	1347.0	1792.0	1951.0	588.0	313.0	390.0	1299.0	447.0	546.0	2111.0	2643.0	299.0	220.0	1037.0	2443.0	1241.0	1821.0	2019.0	1269.0	478.0	986.0	1057.0	944.0	466.0	1684.0	1850.0	2651.0	607.0	2615.0	980.0	1262.0	830.0	992.0	1627.0	339.0	699.0	1038.0	1700.0	1086.0	1691.0	1101.0	1233.0	223.0	934.0	1239.0	5079.0	321.0	100079.0
CMU_b_0050661	768.0	837.0	776.0	801.0	1066.0	1705.0	894.0	817.0	315.0	176.0	1516.0	601.0	180.0	681.0	2345.0	4083.0	288.0	403.0	1918.0	1039.0	1230.0	2115.0	936.0	1577.0	2017.0	1545.0	1703.0	1440.0	1654.0	1636.0	439.0	232.0	229.0	1110.0	374.0	425.0	1743.0	2233.0	271.0	131.0	842.0	2223.0	1163.0	1738.0	2399.0	760.0	291.0	700.0	872.0	759.0	445.0	1212.0	1643.0	1840.0	144.0	1778.0	865.0	1148.0	469.0	728.0	1014.0	146.0	629.0	1073.0	1488.0	904.0	1662.0	1196.0	729.0	237.0	888.0	1208.0	4275.0	209.0	81926.6
CMU_b_0050667	771.0	1067.0	932.0	694.0	902.0	2052.0	1043.0	945.0	371.0	268.0	1371.0	935.0	198.0	752.0	2760.0	4758.0	341.0	348.0	1988.0	1406.0	988.0	2023.0	1102.0	1627.0	2124.0	1631.0	2075.0	1211.0	1627.0	1970.0	431.0	200.0	225.0	1089.0	465.0	540.0	1966.0	2127.0	327.0	196.0	918.0	2183.0	1136.0	2063.0	2197.0	907.0	353.0	882.0	1004.0	828.0	485.0	1357.0	1475.0	1803.0	260.0	2577.0	1082.0	1212.0	705.0	661.0	1322.0	233.0	629.0	1078.0	1282.0	1023.0	1345.0	1040.0	785.0	253.0	837.0	977.0	4455.0	166.0	87360.2
CMU_b_0050669	595.0	1225.0	736.0	984.0	584.0	1805.0	1054.0	985.0	327.0	161.0	1458.0	829.0	232.0	886.0	2694.0	4608.0	305.0	334.0	1523.0	1225.0	1231.0	2187.0	936.0	1991.0	2302.0	1928.0	1697.0	1444.0	1879.0	1834.0	541.0	206.0	345.0	1208.0	613.0	581.0	1900.0	2385.0	277.0	223.0	978.0	2467.0	1288.0	1835.0	1812.0	820.0	342.0	767.0	891.0	774.0	438.0	1417.0	1446.0	2064.0	440.0	1943.0	727.0	1066.0	459.0	586.0	1720.0	322.0	659.0	1019.0	1566.0	1001.0	1865.0	1380.0	1012.0	312.0	499.0	950.0	4207.0	234.0	87566.0
KKI_0050772	852.0	936.0	981.0	987.0	1056.0	2265.0	1358.0	1036.0	461.0	153.0	1397.0	936.0	299.0	1131.0	3556.0	5167.0	326.0	376.0	2081.0	1443.0	1358.0	1827.0	1215.0	2368.0	1940.0	1861.0	1537.0	1567.0	2033.0	2186.0	629.0	304.0	288.0	1400.0	672.0	581.0	2195.0	2605.0	345.0	144.0	1014.0	2181.0	1357.0	1948.0	2315.0	1032.0	402.0	918.0	1001.0	985.0	215.0	1687.0	1534.0	1907.0	473.0	2404.0	781.0	1178.0	680.0	820.0	1515.0	341.0	842.0	1284.0	1515.0	1464.0	1880.0	1325.0	914.0	260.0	734.0	1357.0	5461.0	253.0	97828.0
KKI_0050773	753.0	823.0	949.0	1152.0	887.0	2133.0	1190.0	1210.0	428.0	183.0	1387.0	1032.0	203.0	864.0	3129.0	5884.0	410.0	501.0	1480.0	1084.0	1621.0	2037.0	1019.0	2108.0	2673.0	2301.0	2199.0	1490.0	2096.0	2007.0	601.0	131.0	282.0	1431.0	782.0	609.0	2227.0	2648.0	292.0	249.0	1000.0	2430.0	1447.0	1806.0	2001.0	1027.0	421.0	663.0	1121.0	865.0	468.0	1303.0	1929.0	2369.0	202.0	2560.0	690.0	1217.0	380.0	1107.0	1640.0	292.0	679.0	1256.0	1445.0	1116.0	1720.0	1577.0	1327.0	148.0	993.0	1194.0	5161.0	285.0	98316.8
KKI_0050774	1021.0	1295.0	970.0	1319.0	1190.0	2227.0	1189.0	1187.0	539.0	223.0	1656.0	1034.0	270.0	559.0	4575.0	5801.0	329.0	493.0	1666.0	1438.0	1797.0	2368.0	954.0	2252.0	2871.0	2528.0	2271.0	1418.0	1863.0	2509.0	594.0	173.0	325.0	1631.0	789.0	858.0	1840.0	2659.0	257.0	128.0	1334.0	2298.0	1444.0	2048.0	1736.0	867.0	496.0	815.0	1252.0	760.0	427.0	1910.0	1830.0	2314.0	170.0	2775.0	451.0	1310.0	748.0	665.0	1700.0	394.0	683.0	1235.0	1847.0	1128.0	2409.0	1294.0	1424.0	204.0	1164.0	1111.0	5209.0	210.0	104729.0
KKI_0050775	678.0	966.0	1073.0	1132.0	967.0	2382.0	1449.0	1437.0	489.0	220.0	1619.0	1009.0	307.0	917.0	3245.0	6016.0	386.0	459.0	1685.0	1189.0	1864.0	2289.0	1408.0	2331.0	2491.0	2630.0	1890.0	1693.0	2400.0	2126.0	613.0	319.0	276.0	1385.0	609.0	691.0	2362.0	2686.0	299.0	162.0	1073.0	2813.0	1396.0	2120.0	2406.0	979.0	570.0	971.0	1105.0	1289.0	444.0	1580.0	1770.0	2151.0	315.0	2569.0	766.0	1042.0	331.0	1276.0	1752.0	538.0	763.0	1199.0	1368.0	1235.0	1741.0	1490.0	1171.0	447.0	1068.0	1263.0	5923.0	248.0	105320.0
